engine_name,setting_label,qps_target,test_duration_sec,total_requests,completed_requests,failed_requests,success_rate,achieved_requests_per_sec,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_output_tokens,avg_tokens_per_sec
triton_trtllm,default_output,1,60,60,60,0,1.0,1.0051406919436756,0.688222506797562,0.6879809061065316,0.6906835562549531,0.6913262101076543,63.95,92.92085928448584
triton_trtllm,default_output,2,60,120,120,0,1.0,1.9932790715560191,0.698614045092836,0.6990185407921672,0.7038308089599014,0.7046966562792658,63.95,91.54040207611415
triton_trtllm,default_output,5,60,300,300,0,1.0,4.9581742587768245,0.7276899449216823,0.7280411384999752,0.733165529742837,0.7344792176969349,63.95,87.88384889493099
triton_trtllm,default_output,10,60,600,600,0,1.0,9.89428581890093,0.7691736719943583,0.769126633182168,0.7746130173094571,0.7769111450947821,63.95,83.14358909888745
triton_trtllm,default_output,15,60,900,900,0,1.0,14.830451792685876,0.8022930982708931,0.8028997080400586,0.8081751334480941,0.8099131638742983,63.95,79.71221970455139
triton_trtllm,default_output,20,60,1200,1200,0,1.0,19.76561147859275,0.8178758020683502,0.8176572201773524,0.8266043473035097,0.8280090166255832,63.95,78.19447428665067
triton_trtllm,default_output,25,60,1500,1500,0,1.0,24.702396663584555,0.8466262414666513,0.8471017237752676,0.8531369186937809,0.8546728482469916,63.95,75.53989746196102
triton_trtllm,default_output,30,60,1800,1800,0,1.0,29.634144579438882,0.8748320414995153,0.8754682568833232,0.8815818757750093,0.8831420543603599,63.95,73.10645380258978
triton_trtllm,default_output,40,60,2400,2400,0,1.0,39.48857094364152,0.9782513827621006,0.9802142037078738,0.9887863330543041,0.9924516721814871,63.95,65.38865805644913
triton_trtllm,default_output,50,60,3000,3000,0,1.0,49.33182664838759,1.06496539920941,1.0677592987194657,1.0769855372607706,1.0822600237093865,63.95,60.069730444665666
