engine_name,setting_label,qps_target,test_duration_sec,total_requests,completed_requests,failed_requests,success_rate,achieved_requests_per_sec,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_output_tokens,avg_tokens_per_sec
vllm,default_output,1,60,60,60,0,1.0,0.995128427528352,1.2655546960110466,1.292514530941844,1.3006549104116858,1.6057060176506612,61.95,49.00674036197041
vllm,default_output,2,60,120,120,0,1.0,1.9736777418543765,1.2524804308700064,1.289086401462555,1.2986832274124025,1.3914842709153892,61.95,49.349177195584154
vllm,default_output,5,60,300,300,0,1.0,4.910075971304243,1.2629605187599857,1.301960626617074,1.311469604820013,1.313236652035266,61.95,48.92350684482222
vllm,default_output,10,60,600,600,0,1.0,9.801609113293447,1.2862611216306687,1.325671180151403,1.33564343592152,1.3372797525115312,61.95,48.036092315762886
vllm,default_output,15,60,900,900,0,1.0,14.697384884416712,1.2866228291350934,1.326425939798355,1.3360011966899037,1.3379769132845105,61.95,48.024163860663975
vllm,default_output,20,60,1200,1200,0,1.0,19.587278309225457,1.3337714533166338,1.3754577497020364,1.3855595802888274,1.3873147414810956,61.95,46.32814721821087
vllm,default_output,25,60,1500,1500,0,1.0,24.479275973941448,1.3807724782501658,1.424861860461533,1.4347484435886144,1.436167316492647,61.95,44.752535883370165
vllm,default_output,30,60,1800,1800,0,1.0,29.359533045373688,1.4479417661743033,1.4957920722663403,1.5063872233964504,1.5079041131585835,61.95,42.680504888072015
vllm,default_output,40,60,2400,2400,0,1.0,33.209564838565825,2.3470122451521456,2.439755172468722,2.467416033614427,2.4789214736968277,61.94916666666666,26.42183586822223
vllm,default_output,50,60,3000,3000,0,1.0,39.51046334850118,2.46993748179016,2.5653035202994943,2.5922114278189836,2.5993722317740318,61.95,25.074058507662404
