engine_name,setting_label,qps_target,test_duration_sec,total_requests,completed_requests,failed_requests,success_rate,achieved_requests_per_sec,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_output_tokens,avg_tokens_per_sec
vllm,default_output,1,60,60,24,36,0.4,0.3987487637054011,1.1941336095915176,1.192458626581356,1.2620922292349859,1.7640885410364715,62.291666666666664,52.55333146489719
vllm,default_output,2,60,120,120,0,1.0,1.9770521995042196,1.166698329076947,1.2029056884348392,1.2118013561004775,1.2130843016551807,61.95,52.96039945874221
vllm,default_output,5,60,300,300,0,1.0,4.9175340998768595,1.1784250946048027,1.2153230179101229,1.2237802273593843,1.2256067273439841,61.95,52.44244609695675
vllm,default_output,10,60,600,600,0,1.0,9.815989667044263,1.19512966854653,1.2320928608532995,1.2411203824914991,1.2428860631072893,61.95,51.698859687840574
vllm,default_output,15,60,900,900,0,1.0,14.71583067930775,1.1762102685408253,1.2128522952552885,1.2216735809808597,1.2235108225699514,61.95,52.54417599779951
vllm,default_output,20,60,1200,1200,0,1.0,19.61612527082705,1.1973849185497967,1.2344513591378927,1.2433324082521722,1.2445697969477623,61.95,51.606079347588384
vllm,default_output,25,60,1500,1500,0,1.0,24.513664050475644,1.2440528142849605,1.2837282449472696,1.2929976698709653,1.2941638026293367,61.95,49.673532760700645
vllm,default_output,30,60,1800,1800,0,1.0,29.409363277066923,1.2831759933364164,1.324320804560557,1.3333919325610624,1.3351947104511783,61.95,48.15646442780049
vllm,default_output,40,60,2400,2400,0,1.0,38.675956425066104,1.9931113068417956,2.0837841290049255,2.099498024675995,2.1018785867001863,61.95,31.16337391221606
vllm,default_output,50,60,3000,3000,0,1.0,45.495357718203294,2.136082629127428,2.2190367050934583,2.2399640158982947,2.2461138568026944,61.949666666666666,28.992619626800032
