engine_name,setting_label,qps_target,test_duration_sec,total_requests,completed_requests,failed_requests,success_rate,achieved_requests_per_sec,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_output_tokens,avg_tokens_per_sec
triton_trtllm,default_output,1,60,60,60,0,1.0,1.0051871229668154,0.6851493213325739,0.6849447228014469,0.6876648519188165,0.6879001711308956,63.95,93.337631821446
triton_trtllm,default_output,2,60,120,120,0,1.0,1.9933467409004344,0.6943607257058223,0.6941987499594688,0.7013609074056149,0.7019967017322779,63.95,92.10185333505352
triton_trtllm,default_output,5,60,300,300,0,1.0,4.958537638328277,0.7262018557141224,0.7265888340771198,0.7306233212351799,0.7326686999946832,63.95,88.06326966896525
triton_trtllm,default_output,10,60,600,600,0,1.0,9.895861432622468,0.7690322450300058,0.7646395489573479,0.7710190642625093,0.9344472328573463,63.95,83.28433847848711
triton_trtllm,default_output,15,60,900,900,0,1.0,14.83087725454808,0.7979378587090307,0.7981522344052792,0.8039741810411215,0.8052466189861298,63.95,80.14737573570946
triton_trtllm,default_output,20,60,1200,1200,0,1.0,19.768986162889423,0.815518252098312,0.8138149231672287,0.822686206549406,0.828097152262926,63.95,78.45406557243192
triton_trtllm,default_output,25,60,1500,1500,0,1.0,24.70047999867834,0.8419862059404453,0.8424618877470493,0.8480575896799565,0.8560858035087585,63.95,75.95775221672491
triton_trtllm,default_output,30,60,1800,1800,0,1.0,29.637528698970165,0.8779385211525692,0.8723261654376984,0.8798304408788681,1.1326382790505887,63.95,72.97507856060533
triton_trtllm,default_output,40,60,2400,2400,0,1.0,36.040754507430655,2.0511811463038128,2.1437977328896523,2.4822962783277034,2.53656284712255,63.95,32.65586674510209
triton_trtllm,default_output,50,60,3000,3000,0,1.0,36.01251839726521,2.6697836425453425,2.7224628888070583,3.115793799981475,3.132626006156206,63.95,24.77533820599144
