engine_name,setting_label,qps_target,test_duration_sec,total_requests,completed_requests,failed_requests,success_rate,achieved_requests_per_sec,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_output_tokens,avg_tokens_per_sec
vllm,default_output,1,60,60,60,0,1.0,1.0052320766198792,0.6758389085531235,0.6858787080273032,0.692540368065238,0.9609330745600148,61.95,92.05713696272925
vllm,default_output,2,60,120,120,0,1.0,1.9933717194068965,0.6788522752622763,0.7000575615093112,0.7050307327881455,0.7064654231257737,61.95,90.96786903417257
vllm,default_output,5,60,300,300,0,1.0,4.959097426763377,0.678543124999851,0.6993153700605035,0.7044734725728631,0.7065885816700757,61.95,91.04333594834286
vllm,default_output,10,60,600,600,0,1.0,9.899924618269791,0.7009117763737838,0.7221836056560278,0.7277918823994697,0.730303483325988,61.95,88.10746278859996
vllm,default_output,15,60,900,900,0,1.0,14.840088758103034,0.7171199274828864,0.738233644515276,0.7515987729653716,0.7538207936100662,61.95,86.14766678848142
vllm,default_output,20,60,1200,1200,0,1.0,19.779428901897194,0.7187537118978798,0.7407688312232494,0.7460752423852682,0.7489254301786423,61.95,85.95230135054199
vllm,default_output,25,60,1500,1500,0,1.0,24.71611138737337,0.728139984216541,0.7497069695964456,0.7627478749491274,0.7676685494184494,61.95,84.8582475307847
vllm,default_output,30,60,1800,1800,0,1.0,29.656031117045327,0.7366286953300651,0.7587595442309976,0.7663455837406218,0.7684642223268747,61.95,83.85803772460909
vllm,default_output,40,60,2400,2400,0,1.0,39.532000114138725,0.7939325310181206,0.819045789539814,0.8250415542162954,0.826849767100066,61.95,77.83222592430162
vllm,default_output,50,60,3000,3000,0,1.0,49.382409255283456,0.8649287464860826,0.8916545240208507,0.8994087181054056,0.9018522772938012,61.95,71.44438068044234
triton_trtllm_b32,default_output,1,60,60,60,0,1.0,1.0051871229668154,0.6851493213325739,0.6849447228014469,0.6876648519188165,0.6879001711308956,63.95,93.337631821446
triton_trtllm_b32,default_output,2,60,120,120,0,1.0,1.9933467409004344,0.6943607257058223,0.6941987499594688,0.7013609074056149,0.7019967017322779,63.95,92.10185333505352
triton_trtllm_b32,default_output,5,60,300,300,0,1.0,4.958537638328277,0.7262018557141224,0.7265888340771198,0.7306233212351799,0.7326686999946832,63.95,88.06326966896525
triton_trtllm_b32,default_output,10,60,600,600,0,1.0,9.895861432622468,0.7690322450300058,0.7646395489573479,0.7710190642625093,0.9344472328573464,63.95,83.28433847848711
triton_trtllm_b32,default_output,15,60,900,900,0,1.0,14.83087725454808,0.7979378587090307,0.7981522344052792,0.8039741810411215,0.8052466189861298,63.95,80.14737573570946
triton_trtllm_b32,default_output,20,60,1200,1200,0,1.0,19.768986162889423,0.815518252098312,0.8138149231672287,0.822686206549406,0.828097152262926,63.95,78.45406557243192
triton_trtllm_b32,default_output,25,60,1500,1500,0,1.0,24.70047999867834,0.8419862059404453,0.8424618877470493,0.8480575896799565,0.8560858035087585,63.95,75.95775221672491
triton_trtllm_b32,default_output,30,60,1800,1800,0,1.0,29.637528698970165,0.8779385211525692,0.8723261654376984,0.8798304408788681,1.132638279050589,63.95,72.97507856060533
triton_trtllm_b32,default_output,40,60,2400,2400,0,1.0,36.040754507430655,2.0511811463038128,2.1437977328896523,2.4822962783277034,2.53656284712255,63.95,32.65586674510209
triton_trtllm_b32,default_output,50,60,3000,3000,0,1.0,36.01251839726521,2.6697836425453425,2.7224628888070583,3.115793799981475,3.132626006156206,63.95,24.77533820599144
