engine_name,setting_label,qps_target,test_duration_sec,total_requests,completed_requests,failed_requests,success_rate,achieved_requests_per_sec,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_output_tokens,avg_tokens_per_sec
triton_trtllm,default_output,1,60,60,60,0,1.0,1.0051741788590989,0.683369833851854,0.6831942088901997,0.6873687162995338,0.688960047289729,40.25,58.89679293117983
triton_trtllm,default_output,2,60,120,120,0,1.0,1.993771444868764,0.6897345736001929,0.6896076165139675,0.6949772901833058,0.69667235635221,41.083333333333336,59.579411549513935
triton_trtllm,default_output,5,60,300,300,0,1.0,4.9583121757367055,0.7212545030564069,0.7215592302381992,0.726835435628891,0.7284555733203888,42.026666666666664,58.26979787787088
triton_trtllm,default_output,10,60,600,600,0,1.0,9.89595762679073,0.7600072016442816,0.7600034214556217,0.7656376015394926,0.7677223675698042,40.43,53.196660956968955
triton_trtllm,default_output,15,60,900,900,0,1.0,14.83165220323261,0.794211445318328,0.7943106703460217,0.8009729109704494,0.8024390391260385,41.00222222222222,51.631889005619506
triton_trtllm,default_output,20,60,1200,1200,0,1.0,19.769553860281807,0.810255555746456,0.8101701363921165,0.8162774287164211,0.8199351128190756,42.23,52.12408592658822
triton_trtllm,default_output,25,60,1500,1500,0,1.0,24.705759862167323,0.8373081547071536,0.8374255895614624,0.8434962544590234,0.8443346689641475,42.23266666666667,50.43881870266375
triton_trtllm,default_output,30,60,1800,1800,0,1.0,29.638786918342443,0.8680429516649909,0.8689041174948215,0.8746923256665468,0.876362576559186,39.50388888888889,45.51519238482092
triton_trtllm,default_output,40,60,2400,2400,0,1.0,35.434078273885646,2.0969114451793334,2.2118834108114243,2.270295592397451,2.2728424108028413,41.93333333333333,20.877027474738387
triton_trtllm,default_output,50,60,3000,3000,0,1.0,36.15745417926571,2.6583982307886083,2.7152281142771244,3.087643555551767,3.09502446949482,41.51266666666667,16.174032570619904
